Row ID,Date,Category,Year-Month
2061,10/2015,Office Supplies,2015-10
2062,10/2015,Office Supplies,2015-10
2063,10/2015,Office Supplies,2015-10
2064,10/2015,Office Supplies,2015-10
2065,10/2015,Office Supplies,2015-10
2066,10/2015,Furniture,2015-10
2067,10/2015,Technology,2015-10
2068,10/2015,Office Supplies,2015-10
2101,10/2015,Office Supplies,2015-10
2102,10/2015,Office Supplies,2015-10
2530,10/2015,Office Supplies,2015-10
2695,10/2015,Furniture,2015-10
3008,10/2015,Office Supplies,2015-10
3203,10/2015,Technology,2015-10
3204,10/2015,Technology,2015-10
3205,10/2015,Furniture,2015-10
3206,10/2015,Office Supplies,2015-10
3207,10/2015,Furniture,2015-10
3208,10/2015,Office Supplies,2015-10
3745,10/2015,Office Supplies,2015-10
3843,10/2015,Office Supplies,2015-10
3844,10/2015,Office Supplies,2015-10
3845,10/2015,Office Supplies,2015-10
3846,10/2015,Furniture,2015-10
3847,10/2015,Office Supplies,2015-10
4204,10/2015,Office Supplies,2015-10
4205,10/2015,Office Supplies,2015-10
4206,10/2015,Furniture,2015-10
4207,10/2015,Office Supplies,2015-10
4208,10/2015,Furniture,2015-10
4209,10/2015,Furniture,2015-10
4210,10/2015,Furniture,2015-10
4305,10/2015,Furniture,2015-10
4306,10/2015,Technology,2015-10
4533,10/2015,Furniture,2015-10
4534,10/2015,Office Supplies,2015-10
4772,10/2015,Technology,2015-10
4898,10/2015,Furniture,2015-10
4899,10/2015,Office Supplies,2015-10
4906,10/2015,Office Supplies,2015-10
4907,10/2015,Office Supplies,2015-10
5110,10/2015,Office Supplies,2015-10
5111,10/2015,Office Supplies,2015-10
5112,10/2015,Office Supplies,2015-10
5165,10/2015,Office Supplies,2015-10
5166,10/2015,Office Supplies,2015-10
5167,10/2015,Office Supplies,2015-10
5168,10/2015,Furniture,2015-10
5169,10/2015,Office Supplies,2015-10
5170,10/2015,Office Supplies,2015-10
5197,10/2015,Office Supplies,2015-10
5198,10/2015,Technology,2015-10
5234,10/2015,Furniture,2015-10
5592,10/2015,Furniture,2015-10
5593,10/2015,Office Supplies,2015-10
5756,10/2015,Office Supplies,2015-10
5757,10/2015,Technology,2015-10
5854,10/2015,Office Supplies,2015-10
5886,10/2015,Office Supplies,2015-10
5887,10/2015,Technology,2015-10
5999,10/2015,Furniture,2015-10
6000,10/2015,Office Supplies,2015-10
6001,10/2015,Office Supplies,2015-10
6129,10/2015,Office Supplies,2015-10
6299,10/2015,Office Supplies,2015-10
6322,10/2015,Office Supplies,2015-10
6537,10/2015,Furniture,2015-10
6538,10/2015,Office Supplies,2015-10
6554,10/2015,Technology,2015-10
6555,10/2015,Office Supplies,2015-10
6556,10/2015,Office Supplies,2015-10
6557,10/2015,Office Supplies,2015-10
6558,10/2015,Office Supplies,2015-10
6640,10/2015,Furniture,2015-10
6679,10/2015,Furniture,2015-10
6874,10/2015,Office Supplies,2015-10
6875,10/2015,Technology,2015-10
7117,10/2015,Office Supplies,2015-10
7118,10/2015,Office Supplies,2015-10
7371,10/2015,Technology,2015-10
7525,10/2015,Office Supplies,2015-10
7526,10/2015,Furniture,2015-10
7546,10/2015,Technology,2015-10
7547,10/2015,Technology,2015-10
7548,10/2015,Office Supplies,2015-10
7549,10/2015,Office Supplies,2015-10
7555,10/2015,Furniture,2015-10
7556,10/2015,Office Supplies,2015-10
7572,10/2015,Office Supplies,2015-10
7573,10/2015,Furniture,2015-10
7574,10/2015,Office Supplies,2015-10
7665,10/2015,Furniture,2015-10
7709,10/2015,Technology,2015-10
7710,10/2015,Office Supplies,2015-10
7982,10/2015,Office Supplies,2015-10
7983,10/2015,Furniture,2015-10
8304,10/2015,Technology,2015-10
8873,10/2015,Technology,2015-10
8874,10/2015,Office Supplies,2015-10
9064,10/2015,Office Supplies,2015-10
9065,10/2015,Office Supplies,2015-10
9066,10/2015,Office Supplies,2015-10
9111,10/2015,Office Supplies,2015-10
9112,10/2015,Technology,2015-10
9113,10/2015,Office Supplies,2015-10
9114,10/2015,Office Supplies,2015-10
9197,10/2015,Office Supplies,2015-10
9198,10/2015,Technology,2015-10
9199,10/2015,Office Supplies,2015-10
9200,10/2015,Furniture,2015-10
9275,10/2015,Office Supplies,2015-10
9338,10/2015,Office Supplies,2015-10
9339,10/2015,Office Supplies,2015-10
9340,10/2015,Office Supplies,2015-10
9341,10/2015,Office Supplies,2015-10
9342,10/2015,Technology,2015-10
9418,10/2015,Office Supplies,2015-10
9419,10/2015,Office Supplies,2015-10
9462,10/2015,Technology,2015-10
9546,10/2015,Technology,2015-10
9547,10/2015,Office Supplies,2015-10
9558,10/2015,Furniture,2015-10
9634,10/2015,Technology,2015-10
9635,10/2015,Office Supplies,2015-10
9636,10/2015,Furniture,2015-10
9697,10/2015,Office Supplies,2015-10
17,11/2015,Office Supplies,2015-11
79,11/2015,Furniture,2015-11
183,11/2015,Technology,2015-11
184,11/2015,Technology,2015-11
185,11/2015,Technology,2015-11
389,11/2015,Office Supplies,2015-11
544,11/2015,Technology,2015-11
545,11/2015,Technology,2015-11
546,11/2015,Furniture,2015-11
717,11/2015,Furniture,2015-11
982,11/2015,Office Supplies,2015-11
983,11/2015,Technology,2015-11
984,11/2015,Furniture,2015-11
1011,11/2015,Furniture,2015-11
1029,11/2015,Office Supplies,2015-11
1030,11/2015,Technology,2015-11
1031,11/2015,Furniture,2015-11
1032,11/2015,Furniture,2015-11
1033,11/2015,Office Supplies,2015-11
1185,11/2015,Office Supplies,2015-11
1186,11/2015,Office Supplies,2015-11
1187,11/2015,Office Supplies,2015-11
1188,11/2015,Office Supplies,2015-11
1239,11/2015,Furniture,2015-11
1240,11/2015,Office Supplies,2015-11
1241,11/2015,Office Supplies,2015-11
1486,11/2015,Office Supplies,2015-11
1490,11/2015,Office Supplies,2015-11
1542,11/2015,Furniture,2015-11
1543,11/2015,Office Supplies,2015-11
1571,11/2015,Furniture,2015-11
1572,11/2015,Office Supplies,2015-11
1573,11/2015,Technology,2015-11
1574,11/2015,Furniture,2015-11
1636,11/2015,Office Supplies,2015-11
1637,11/2015,Office Supplies,2015-11
1638,11/2015,Technology,2015-11
1643,11/2015,Office Supplies,2015-11
1759,11/2015,Technology,2015-11
1984,11/2015,Office Supplies,2015-11
1985,11/2015,Furniture,2015-11
1986,11/2015,Office Supplies,2015-11
2009,11/2015,Office Supplies,2015-11
2010,11/2015,Office Supplies,2015-11
2011,11/2015,Office Supplies,2015-11
2084,11/2015,Office Supplies,2015-11
2093,11/2015,Furniture,2015-11
2152,11/2015,Technology,2015-11
2198,11/2015,Office Supplies,2015-11
2210,11/2015,Technology,2015-11
2211,11/2015,Office Supplies,2015-11
2301,11/2015,Office Supplies,2015-11
2302,11/2015,Office Supplies,2015-11
2367,11/2015,Furniture,2015-11
2438,11/2015,Furniture,2015-11
2439,11/2015,Office Supplies,2015-11
2493,11/2015,Technology,2015-11
2517,11/2015,Office Supplies,2015-11
2575,11/2015,Office Supplies,2015-11
2576,11/2015,Office Supplies,2015-11
2577,11/2015,Office Supplies,2015-11
2578,11/2015,Office Supplies,2015-11
2608,11/2015,Technology,2015-11
2609,11/2015,Office Supplies,2015-11
2610,11/2015,Furniture,2015-11
2611,11/2015,Office Supplies,2015-11
2612,11/2015,Office Supplies,2015-11
2613,11/2015,Furniture,2015-11
3071,11/2015,Office Supplies,2015-11
3072,11/2015,Furniture,2015-11
3073,11/2015,Office Supplies,2015-11
3230,11/2015,Office Supplies,2015-11
3261,11/2015,Office Supplies,2015-11
3262,11/2015,Technology,2015-11
3263,11/2015,Office Supplies,2015-11
3264,11/2015,Office Supplies,2015-11
3266,11/2015,Office Supplies,2015-11
3267,11/2015,Office Supplies,2015-11
3300,11/2015,Office Supplies,2015-11
3301,11/2015,Office Supplies,2015-11
3302,11/2015,Technology,2015-11
3303,11/2015,Furniture,2015-11
3304,11/2015,Office Supplies,2015-11
3325,11/2015,Office Supplies,2015-11
3326,11/2015,Office Supplies,2015-11
3327,11/2015,Office Supplies,2015-11
3328,11/2015,Office Supplies,2015-11
3329,11/2015,Office Supplies,2015-11
3330,11/2015,Technology,2015-11
3331,11/2015,Technology,2015-11
3394,11/2015,Office Supplies,2015-11
3399,11/2015,Technology,2015-11
3400,11/2015,Office Supplies,2015-11
3401,11/2015,Office Supplies,2015-11
3402,11/2015,Office Supplies,2015-11
3442,11/2015,Office Supplies,2015-11
3602,11/2015,Office Supplies,2015-11
3603,11/2015,Furniture,2015-11
3708,11/2015,Furniture,2015-11
3709,11/2015,Office Supplies,2015-11
3710,11/2015,Technology,2015-11
3774,11/2015,Office Supplies,2015-11
3775,11/2015,Technology,2015-11
3776,11/2015,Office Supplies,2015-11
3777,11/2015,Technology,2015-11
3781,11/2015,Technology,2015-11
3834,11/2015,Technology,2015-11
3835,11/2015,Furniture,2015-11
3895,11/2015,Office Supplies,2015-11
3952,11/2015,Office Supplies,2015-11
3971,11/2015,Office Supplies,2015-11
3990,11/2015,Furniture,2015-11
4001,11/2015,Furniture,2015-11
4002,11/2015,Technology,2015-11
4058,11/2015,Office Supplies,2015-11
4125,11/2015,Office Supplies,2015-11
4131,11/2015,Office Supplies,2015-11
4168,11/2015,Office Supplies,2015-11
4169,11/2015,Furniture,2015-11
4216,11/2015,Office Supplies,2015-11
4281,11/2015,Office Supplies,2015-11
4282,11/2015,Furniture,2015-11
4416,11/2015,Technology,2015-11
4417,11/2015,Office Supplies,2015-11
4445,11/2015,Office Supplies,2015-11
4446,11/2015,Office Supplies,2015-11
4447,11/2015,Office Supplies,2015-11
4448,11/2015,Office Supplies,2015-11
4499,11/2015,Office Supplies,2015-11
4578,11/2015,Office Supplies,2015-11
4727,11/2015,Office Supplies,2015-11
4728,11/2015,Furniture,2015-11
4809,11/2015,Office Supplies,2015-11
4862,11/2015,Technology,2015-11
4908,11/2015,Office Supplies,2015-11
4909,11/2015,Technology,2015-11
4983,11/2015,Office Supplies,2015-11
5016,11/2015,Furniture,2015-11
5017,11/2015,Technology,2015-11
5018,11/2015,Furniture,2015-11
5019,11/2015,Technology,2015-11
5020,11/2015,Office Supplies,2015-11
5193,11/2015,Furniture,2015-11
5194,11/2015,Office Supplies,2015-11
5195,11/2015,Office Supplies,2015-11
5196,11/2015,Office Supplies,2015-11
5229,11/2015,Office Supplies,2015-11
5304,11/2015,Furniture,2015-11
5343,11/2015,Office Supplies,2015-11
5344,11/2015,Technology,2015-11
5392,11/2015,Office Supplies,2015-11
5393,11/2015,Office Supplies,2015-11
5394,11/2015,Office Supplies,2015-11
5395,11/2015,Furniture,2015-11
5396,11/2015,Office Supplies,2015-11
5493,11/2015,Office Supplies,2015-11
5494,11/2015,Office Supplies,2015-11
5495,11/2015,Furniture,2015-11
5549,11/2015,Office Supplies,2015-11
5550,11/2015,Technology,2015-11
5631,11/2015,Technology,2015-11
5632,11/2015,Furniture,2015-11
5633,11/2015,Office Supplies,2015-11
5779,11/2015,Office Supplies,2015-11
5780,11/2015,Furniture,2015-11
5801,11/2015,Technology,2015-11
5802,11/2015,Office Supplies,2015-11
5816,11/2015,Technology,2015-11
5817,11/2015,Office Supplies,2015-11
5818,11/2015,Office Supplies,2015-11
5819,11/2015,Office Supplies,2015-11
5820,11/2015,Office Supplies,2015-11
5928,11/2015,Office Supplies,2015-11
5929,11/2015,Furniture,2015-11
5955,11/2015,Furniture,2015-11
5956,11/2015,Furniture,2015-11
5962,11/2015,Technology,2015-11
5963,11/2015,Office Supplies,2015-11
5964,11/2015,Office Supplies,2015-11
6023,11/2015,Office Supplies,2015-11
6215,11/2015,Office Supplies,2015-11
6312,11/2015,Furniture,2015-11
6315,11/2015,Office Supplies,2015-11
6316,11/2015,Office Supplies,2015-11
6317,11/2015,Office Supplies,2015-11
6318,11/2015,Office Supplies,2015-11
6335,11/2015,Office Supplies,2015-11
6336,11/2015,Office Supplies,2015-11
6362,11/2015,Office Supplies,2015-11
6535,11/2015,Office Supplies,2015-11
6536,11/2015,Furniture,2015-11
6806,11/2015,Office Supplies,2015-11
7015,11/2015,Office Supplies,2015-11
7016,11/2015,Technology,2015-11
7017,11/2015,Technology,2015-11
7018,11/2015,Office Supplies,2015-11
7101,11/2015,Office Supplies,2015-11
7143,11/2015,Furniture,2015-11
7266,11/2015,Furniture,2015-11
7299,11/2015,Furniture,2015-11
7300,11/2015,Furniture,2015-11
7301,11/2015,Furniture,2015-11
7302,11/2015,Office Supplies,2015-11
7303,11/2015,Office Supplies,2015-11
7551,11/2015,Office Supplies,2015-11
7552,11/2015,Technology,2015-11
7553,11/2015,Office Supplies,2015-11
7554,11/2015,Office Supplies,2015-11
7616,11/2015,Office Supplies,2015-11
7621,11/2015,Technology,2015-11
7622,11/2015,Furniture,2015-11
7623,11/2015,Office Supplies,2015-11
7740,11/2015,Office Supplies,2015-11
7741,11/2015,Technology,2015-11
7786,11/2015,Office Supplies,2015-11
7868,11/2015,Office Supplies,2015-11
8300,11/2015,Office Supplies,2015-11
8341,11/2015,Office Supplies,2015-11
8358,11/2015,Office Supplies,2015-11
8359,11/2015,Technology,2015-11
8360,11/2015,Technology,2015-11
8573,11/2015,Technology,2015-11
8599,11/2015,Office Supplies,2015-11
8600,11/2015,Office Supplies,2015-11
8601,11/2015,Office Supplies,2015-11
8602,11/2015,Office Supplies,2015-11
8709,11/2015,Technology,2015-11
8710,11/2015,Furniture,2015-11
8711,11/2015,Office Supplies,2015-11
8844,11/2015,Office Supplies,2015-11
8946,11/2015,Office Supplies,2015-11
8973,11/2015,Technology,2015-11
9195,11/2015,Office Supplies,2015-11
9196,11/2015,Technology,2015-11
9255,11/2015,Furniture,2015-11
9256,11/2015,Office Supplies,2015-11
9257,11/2015,Office Supplies,2015-11
9258,11/2015,Furniture,2015-11
9259,11/2015,Office Supplies,2015-11
9260,11/2015,Office Supplies,2015-11
9285,11/2015,Furniture,2015-11
9428,11/2015,Furniture,2015-11
9429,11/2015,Furniture,2015-11
9461,11/2015,Office Supplies,2015-11
9590,11/2015,Office Supplies,2015-11
9591,11/2015,Office Supplies,2015-11
9614,11/2015,Office Supplies,2015-11
9615,11/2015,Technology,2015-11
9616,11/2015,Office Supplies,2015-11
9628,11/2015,Office Supplies,2015-11
9637,11/2015,Furniture,2015-11
9638,11/2015,Furniture,2015-11
9648,11/2015,Office Supplies,2015-11
9649,11/2015,Technology,2015-11
9677,11/2015,Office Supplies,2015-11
9736,11/2015,Office Supplies,2015-11
9748,11/2015,Furniture,2015-11
9749,11/2015,Furniture,2015-11
82,12/2015,Office Supplies,2015-12
83,12/2015,Office Supplies,2015-12
125,12/2015,Furniture,2015-12
294,12/2015,Furniture,2015-12
295,12/2015,Furniture,2015-12
296,12/2015,Furniture,2015-12
297,12/2015,Office Supplies,2015-12
298,12/2015,Office Supplies,2015-12
306,12/2015,Office Supplies,2015-12
317,12/2015,Office Supplies,2015-12
338,12/2015,Office Supplies,2015-12
339,12/2015,Furniture,2015-12
403,12/2015,Office Supplies,2015-12
428,12/2015,Technology,2015-12
435,12/2015,Office Supplies,2015-12
436,12/2015,Technology,2015-12
457,12/2015,Furniture,2015-12
622,12/2015,Office Supplies,2015-12
669,12/2015,Furniture,2015-12
705,12/2015,Office Supplies,2015-12
706,12/2015,Office Supplies,2015-12
707,12/2015,Technology,2015-12
757,12/2015,Office Supplies,2015-12
758,12/2015,Technology,2015-12
1155,12/2015,Office Supplies,2015-12
1156,12/2015,Furniture,2015-12
1157,12/2015,Office Supplies,2015-12
1158,12/2015,Furniture,2015-12
1177,12/2015,Office Supplies,2015-12
1221,12/2015,Office Supplies,2015-12
1222,12/2015,Technology,2015-12
1246,12/2015,Furniture,2015-12
1247,12/2015,Furniture,2015-12
1248,12/2015,Furniture,2015-12
1267,12/2015,Office Supplies,2015-12
1268,12/2015,Furniture,2015-12
1432,12/2015,Office Supplies,2015-12
1433,12/2015,Office Supplies,2015-12
1434,12/2015,Furniture,2015-12
1495,12/2015,Office Supplies,2015-12
1546,12/2015,Furniture,2015-12
1575,12/2015,Technology,2015-12
1576,12/2015,Furniture,2015-12
1658,12/2015,Furniture,2015-12
1863,12/2015,Office Supplies,2015-12
1973,12/2015,Office Supplies,2015-12
1974,12/2015,Office Supplies,2015-12
1975,12/2015,Technology,2015-12
2006,12/2015,Office Supplies,2015-12
2007,12/2015,Technology,2015-12
2149,12/2015,Furniture,2015-12
2342,12/2015,Furniture,2015-12
2343,12/2015,Technology,2015-12
2413,12/2015,Office Supplies,2015-12
2414,12/2015,Furniture,2015-12
2492,12/2015,Office Supplies,2015-12
2606,12/2015,Office Supplies,2015-12
2747,12/2015,Furniture,2015-12
2794,12/2015,Technology,2015-12
2795,12/2015,Technology,2015-12
2796,12/2015,Office Supplies,2015-12
2797,12/2015,Furniture,2015-12
2967,12/2015,Furniture,2015-12
2968,12/2015,Office Supplies,2015-12
2982,12/2015,Furniture,2015-12
2983,12/2015,Office Supplies,2015-12
3129,12/2015,Furniture,2015-12
3130,12/2015,Furniture,2015-12
3131,12/2015,Technology,2015-12
3132,12/2015,Technology,2015-12
3142,12/2015,Office Supplies,2015-12
3150,12/2015,Office Supplies,2015-12
3161,12/2015,Office Supplies,2015-12
3213,12/2015,Office Supplies,2015-12
3285,12/2015,Office Supplies,2015-12
3293,12/2015,Office Supplies,2015-12
3294,12/2015,Furniture,2015-12
3305,12/2015,Office Supplies,2015-12
3306,12/2015,Technology,2015-12
3307,12/2015,Technology,2015-12
3308,12/2015,Office Supplies,2015-12
3309,12/2015,Technology,2015-12
3320,12/2015,Office Supplies,2015-12
3321,12/2015,Furniture,2015-12
3322,12/2015,Office Supplies,2015-12
3592,12/2015,Office Supplies,2015-12
3643,12/2015,Office Supplies,2015-12
3644,12/2015,Office Supplies,2015-12
3645,12/2015,Office Supplies,2015-12
3646,12/2015,Office Supplies,2015-12
3724,12/2015,Office Supplies,2015-12
3769,12/2015,Furniture,2015-12
3770,12/2015,Office Supplies,2015-12
3859,12/2015,Technology,2015-12
3966,12/2015,Office Supplies,2015-12
3980,12/2015,Furniture,2015-12
3981,12/2015,Office Supplies,2015-12
4038,12/2015,Furniture,2015-12
4039,12/2015,Office Supplies,2015-12
4040,12/2015,Technology,2015-12
4041,12/2015,Office Supplies,2015-12
4042,12/2015,Technology,2015-12
4043,12/2015,Office Supplies,2015-12
4044,12/2015,Furniture,2015-12
4226,12/2015,Furniture,2015-12
4283,12/2015,Office Supplies,2015-12
4284,12/2015,Office Supplies,2015-12
4320,12/2015,Technology,2015-12
4321,12/2015,Office Supplies,2015-12
4419,12/2015,Furniture,2015-12
4420,12/2015,Office Supplies,2015-12
4504,12/2015,Technology,2015-12
4505,12/2015,Office Supplies,2015-12
4506,12/2015,Technology,2015-12
4507,12/2015,Technology,2015-12
4508,12/2015,Office Supplies,2015-12
4509,12/2015,Furniture,2015-12
4553,12/2015,Furniture,2015-12
4554,12/2015,Office Supplies,2015-12
4559,12/2015,Office Supplies,2015-12
4690,12/2015,Furniture,2015-12
4691,12/2015,Technology,2015-12
4692,12/2015,Furniture,2015-12
4693,12/2015,Office Supplies,2015-12
4694,12/2015,Office Supplies,2015-12
4713,12/2015,Office Supplies,2015-12
4714,12/2015,Furniture,2015-12
4816,12/2015,Office Supplies,2015-12
4817,12/2015,Office Supplies,2015-12
4818,12/2015,Office Supplies,2015-12
4819,12/2015,Office Supplies,2015-12
4854,12/2015,Furniture,2015-12
4855,12/2015,Office Supplies,2015-12
4856,12/2015,Furniture,2015-12
4886,12/2015,Office Supplies,2015-12
5106,12/2015,Furniture,2015-12
5449,12/2015,Office Supplies,2015-12
5450,12/2015,Technology,2015-12
5451,12/2015,Office Supplies,2015-12
5452,12/2015,Furniture,2015-12
5486,12/2015,Office Supplies,2015-12
5551,12/2015,Office Supplies,2015-12
5552,12/2015,Office Supplies,2015-12
5553,12/2015,Technology,2015-12
5554,12/2015,Office Supplies,2015-12
5555,12/2015,Furniture,2015-12
5584,12/2015,Furniture,2015-12
5639,12/2015,Furniture,2015-12
5640,12/2015,Furniture,2015-12
5678,12/2015,Furniture,2015-12
5703,12/2015,Office Supplies,2015-12
5704,12/2015,Furniture,2015-12
5705,12/2015,Technology,2015-12
6002,12/2015,Furniture,2015-12
6003,12/2015,Office Supplies,2015-12
6060,12/2015,Technology,2015-12
6107,12/2015,Office Supplies,2015-12
6108,12/2015,Technology,2015-12
6132,12/2015,Furniture,2015-12
6146,12/2015,Office Supplies,2015-12
6243,12/2015,Office Supplies,2015-12
6296,12/2015,Office Supplies,2015-12
6297,12/2015,Office Supplies,2015-12
6298,12/2015,Office Supplies,2015-12
6529,12/2015,Office Supplies,2015-12
6627,12/2015,Technology,2015-12
6769,12/2015,Office Supplies,2015-12
6915,12/2015,Office Supplies,2015-12
6916,12/2015,Office Supplies,2015-12
6917,12/2015,Office Supplies,2015-12
6918,12/2015,Furniture,2015-12
7005,12/2015,Office Supplies,2015-12
7007,12/2015,Furniture,2015-12
7204,12/2015,Furniture,2015-12
7339,12/2015,Furniture,2015-12
7344,12/2015,Office Supplies,2015-12
7359,12/2015,Technology,2015-12
7360,12/2015,Furniture,2015-12
7399,12/2015,Office Supplies,2015-12
7400,12/2015,Technology,2015-12
7484,12/2015,Furniture,2015-12
7678,12/2015,Office Supplies,2015-12
7679,12/2015,Office Supplies,2015-12
7680,12/2015,Technology,2015-12
7681,12/2015,Furniture,2015-12
7682,12/2015,Furniture,2015-12
7693,12/2015,Office Supplies,2015-12
7694,12/2015,Technology,2015-12
7776,12/2015,Office Supplies,2015-12
7777,12/2015,Office Supplies,2015-12
7778,12/2015,Office Supplies,2015-12
7779,12/2015,Office Supplies,2015-12
8244,12/2015,Technology,2015-12
8245,12/2015,Furniture,2015-12
8265,12/2015,Office Supplies,2015-12
8266,12/2015,Office Supplies,2015-12
8287,12/2015,Office Supplies,2015-12
8288,12/2015,Office Supplies,2015-12
8289,12/2015,Technology,2015-12
8290,12/2015,Office Supplies,2015-12
8291,12/2015,Office Supplies,2015-12
8292,12/2015,Office Supplies,2015-12
8314,12/2015,Furniture,2015-12
8315,12/2015,Office Supplies,2015-12
8316,12/2015,Office Supplies,2015-12
8317,12/2015,Office Supplies,2015-12
8338,12/2015,Office Supplies,2015-12
8339,12/2015,Technology,2015-12
8372,12/2015,Office Supplies,2015-12
8603,12/2015,Technology,2015-12
8640,12/2015,Office Supplies,2015-12
8671,12/2015,Furniture,2015-12
8672,12/2015,Office Supplies,2015-12
8690,12/2015,Office Supplies,2015-12
8793,12/2015,Office Supplies,2015-12
8794,12/2015,Office Supplies,2015-12
8795,12/2015,Technology,2015-12
8796,12/2015,Technology,2015-12
8804,12/2015,Technology,2015-12
8805,12/2015,Office Supplies,2015-12
8949,12/2015,Office Supplies,2015-12
8969,12/2015,Office Supplies,2015-12
9020,12/2015,Technology,2015-12
9021,12/2015,Furniture,2015-12
9098,12/2015,Office Supplies,2015-12
9232,12/2015,Office Supplies,2015-12
9380,12/2015,Office Supplies,2015-12
9381,12/2015,Furniture,2015-12
9382,12/2015,Office Supplies,2015-12
9383,12/2015,Office Supplies,2015-12
9384,12/2015,Office Supplies,2015-12
9426,12/2015,Furniture,2015-12
9440,12/2015,Office Supplies,2015-12
9442,12/2015,Office Supplies,2015-12
9465,12/2015,Office Supplies,2015-12
9512,12/2015,Office Supplies,2015-12
9522,12/2015,Technology,2015-12
9523,12/2015,Office Supplies,2015-12
9524,12/2015,Office Supplies,2015-12
9724,12/2015,Office Supplies,2015-12
93,01/2016,Office Supplies,2016-01
94,01/2016,Furniture,2016-01
95,01/2016,Office Supplies,2016-01
335,01/2016,Office Supplies,2016-01
336,01/2016,Technology,2016-01
337,01/2016,Office Supplies,2016-01
468,01/2016,Furniture,2016-01
1444,01/2016,Office Supplies,2016-01
1450,01/2016,Technology,2016-01
1461,01/2016,Office Supplies,2016-01
1474,01/2016,Furniture,2016-01
1505,01/2016,Office Supplies,2016-01
1506,01/2016,Furniture,2016-01
1647,01/2016,Technology,2016-01
1648,01/2016,Office Supplies,2016-01
1713,01/2016,Office Supplies,2016-01
2037,01/2016,Office Supplies,2016-01
2038,01/2016,Office Supplies,2016-01
2294,01/2016,Technology,2016-01
2296,01/2016,Office Supplies,2016-01
2297,01/2016,Furniture,2016-01
2298,01/2016,Technology,2016-01
2299,01/2016,Technology,2016-01
2300,01/2016,Technology,2016-01
2537,01/2016,Furniture,2016-01
2538,01/2016,Technology,2016-01
2539,01/2016,Technology,2016-01
2709,01/2016,Furniture,2016-01
2710,01/2016,Technology,2016-01
2715,01/2016,Office Supplies,2016-01
2802,01/2016,Office Supplies,2016-01
2816,01/2016,Office Supplies,2016-01
2817,01/2016,Furniture,2016-01
2818,01/2016,Furniture,2016-01
2819,01/2016,Office Supplies,2016-01
3454,01/2016,Office Supplies,2016-01
3920,01/2016,Office Supplies,2016-01
3921,01/2016,Office Supplies,2016-01
3969,01/2016,Office Supplies,2016-01
3970,01/2016,Office Supplies,2016-01
3992,01/2016,Furniture,2016-01
3993,01/2016,Office Supplies,2016-01
3994,01/2016,Office Supplies,2016-01
4857,01/2016,Office Supplies,2016-01
4858,01/2016,Furniture,2016-01
4859,01/2016,Furniture,2016-01
5327,01/2016,Office Supplies,2016-01
5860,01/2016,Furniture,2016-01
6067,01/2016,Office Supplies,2016-01
6268,01/2016,Technology,2016-01
6269,01/2016,Office Supplies,2016-01
6348,01/2016,Office Supplies,2016-01
6349,01/2016,Office Supplies,2016-01
6350,01/2016,Office Supplies,2016-01
6551,01/2016,Furniture,2016-01
6625,01/2016,Furniture,2016-01
6626,01/2016,Furniture,2016-01
6880,01/2016,Furniture,2016-01
6881,01/2016,Office Supplies,2016-01
6882,01/2016,Furniture,2016-01
6883,01/2016,Office Supplies,2016-01
6884,01/2016,Office Supplies,2016-01
7006,01/2016,Furniture,2016-01
7834,01/2016,Office Supplies,2016-01
8502,01/2016,Technology,2016-01
8503,01/2016,Furniture,2016-01
8535,01/2016,Office Supplies,2016-01
8704,01/2016,Office Supplies,2016-01
8781,01/2016,Office Supplies,2016-01
8782,01/2016,Furniture,2016-01
8893,01/2016,Furniture,2016-01
8909,01/2016,Office Supplies,2016-01
9035,01/2016,Office Supplies,2016-01
9036,01/2016,Technology,2016-01
9094,01/2016,Technology,2016-01
9095,01/2016,Office Supplies,2016-01
9096,01/2016,Technology,2016-01
9097,01/2016,Office Supplies,2016-01
9355,01/2016,Office Supplies,2016-01
9356,01/2016,Office Supplies,2016-01
9357,01/2016,Office Supplies,2016-01
9413,01/2016,Furniture,2016-01
9445,01/2016,Technology,2016-01
9489,01/2016,Technology,2016-01
9565,01/2016,Office Supplies,2016-01
9640,01/2016,Furniture,2016-01
118,02/2016,Furniture,2016-02
213,02/2016,Office Supplies,2016-02
214,02/2016,Furniture,2016-02
215,02/2016,Technology,2016-02
216,02/2016,Technology,2016-02
217,02/2016,Technology,2016-02
229,02/2016,Furniture,2016-02
230,02/2016,Furniture,2016-02
283,02/2016,Furniture,2016-02
1128,02/2016,Office Supplies,2016-02
1129,02/2016,Office Supplies,2016-02
1167,02/2016,Technology,2016-02
1788,02/2016,Technology,2016-02
1789,02/2016,Technology,2016-02
1790,02/2016,Technology,2016-02
2043,02/2016,Office Supplies,2016-02
2248,02/2016,Office Supplies,2016-02
2249,02/2016,Office Supplies,2016-02
2250,02/2016,Office Supplies,2016-02
2251,02/2016,Office Supplies,2016-02
2252,02/2016,Office Supplies,2016-02
2487,02/2016,Office Supplies,2016-02
2488,02/2016,Office Supplies,2016-02
2489,02/2016,Office Supplies,2016-02
2508,02/2016,Office Supplies,2016-02
2642,02/2016,Technology,2016-02
2735,02/2016,Office Supplies,2016-02
2769,02/2016,Office Supplies,2016-02
2770,02/2016,Technology,2016-02
2771,02/2016,Technology,2016-02
