Row ID,Date,Category,YearMonth,Sales
811,10/2015,Furniture,2015-10,38.88
812,10/2015,Office Supplies,2015-10,183.84
813,10/2015,Technology,2015-10,579.3
866,10/2015,Office Supplies,2015-10,14.2
867,10/2015,Furniture,2015-10,575.92
873,10/2015,Office Supplies,2015-10,5.184
874,10/2015,Office Supplies,2015-10,5.229
1172,10/2015,Office Supplies,2015-10,285.552
1594,10/2015,Office Supplies,2015-10,72.8
1889,10/2015,Office Supplies,2015-10,10.816
1890,10/2015,Furniture,2015-10,46.26
1976,10/2015,Office Supplies,2015-10,17.46
1977,10/2015,Technology,2015-10,51.072
1978,10/2015,Furniture,2015-10,11.34
2060,10/2015,Office Supplies,2015-10,87.92
2061,10/2015,Office Supplies,2015-10,37.05
2062,10/2015,Office Supplies,2015-10,2.97
2063,10/2015,Office Supplies,2015-10,27.44
2064,10/2015,Office Supplies,2015-10,1.08
2065,10/2015,Office Supplies,2015-10,7.96
2066,10/2015,Furniture,2015-10,140.736
2067,10/2015,Technology,2015-10,552.56
2068,10/2015,Office Supplies,2015-10,25.11
2101,10/2015,Office Supplies,2015-10,29.78
2102,10/2015,Office Supplies,2015-10,677.58
2530,10/2015,Office Supplies,2015-10,75.04
2695,10/2015,Furniture,2015-10,695.7
3008,10/2015,Office Supplies,2015-10,15.66
3203,10/2015,Technology,2015-10,28.854
3204,10/2015,Technology,2015-10,47.82
3205,10/2015,Furniture,2015-10,13.05
3206,10/2015,Office Supplies,2015-10,93.78
3207,10/2015,Furniture,2015-10,47.18
3208,10/2015,Office Supplies,2015-10,19.68
3745,10/2015,Office Supplies,2015-10,53.4
3843,10/2015,Office Supplies,2015-10,35.88
3844,10/2015,Office Supplies,2015-10,258.279
3845,10/2015,Office Supplies,2015-10,31.4
3846,10/2015,Furniture,2015-10,183.96
3847,10/2015,Office Supplies,2015-10,17.61
4204,10/2015,Office Supplies,2015-10,300.904
4205,10/2015,Office Supplies,2015-10,220.776
4206,10/2015,Furniture,2015-10,281.424
4207,10/2015,Office Supplies,2015-10,79.14
4208,10/2015,Furniture,2015-10,1.988
4209,10/2015,Furniture,2015-10,145.568
4210,10/2015,Furniture,2015-10,123.256
4305,10/2015,Furniture,2015-10,23.68
4306,10/2015,Technology,2015-10,309.576
4533,10/2015,Furniture,2015-10,38.388
4534,10/2015,Office Supplies,2015-10,95.994
4772,10/2015,Technology,2015-10,239.952
4898,10/2015,Furniture,2015-10,201.584
4899,10/2015,Office Supplies,2015-10,899.136
4906,10/2015,Office Supplies,2015-10,145.9
4907,10/2015,Office Supplies,2015-10,590.058
5110,10/2015,Office Supplies,2015-10,14.04
5111,10/2015,Office Supplies,2015-10,49.08
5112,10/2015,Office Supplies,2015-10,29.6
5165,10/2015,Office Supplies,2015-10,17.088
5166,10/2015,Office Supplies,2015-10,912.75
5167,10/2015,Office Supplies,2015-10,1089.75
5168,10/2015,Furniture,2015-10,447.84
5169,10/2015,Office Supplies,2015-10,16.4
5170,10/2015,Office Supplies,2015-10,399.96
5197,10/2015,Office Supplies,2015-10,158.9
5198,10/2015,Technology,2015-10,13.184
5234,10/2015,Furniture,2015-10,83.952
5592,10/2015,Furniture,2015-10,80.98
5593,10/2015,Office Supplies,2015-10,348.84
5756,10/2015,Office Supplies,2015-10,9.45
5757,10/2015,Technology,2015-10,18.84
5854,10/2015,Office Supplies,2015-10,239.98
5886,10/2015,Office Supplies,2015-10,167.96
5887,10/2015,Technology,2015-10,104.85
5999,10/2015,Furniture,2015-10,484.83
6000,10/2015,Office Supplies,2015-10,122.97
6001,10/2015,Office Supplies,2015-10,154.44
6129,10/2015,Office Supplies,2015-10,342.37
6299,10/2015,Office Supplies,2015-10,9.552
6322,10/2015,Office Supplies,2015-10,652.45
6537,10/2015,Furniture,2015-10,66.645
6538,10/2015,Office Supplies,2015-10,17.216
6554,10/2015,Technology,2015-10,11.56
6555,10/2015,Office Supplies,2015-10,88.4
6556,10/2015,Office Supplies,2015-10,6.48
6557,10/2015,Office Supplies,2015-10,21.8
6558,10/2015,Office Supplies,2015-10,251.79
6640,10/2015,Furniture,2015-10,205.176
6679,10/2015,Furniture,2015-10,419.4
6874,10/2015,Office Supplies,2015-10,10.304
6875,10/2015,Technology,2015-10,154.764
7117,10/2015,Office Supplies,2015-10,116.784
7118,10/2015,Office Supplies,2015-10,75.48
7371,10/2015,Technology,2015-10,39.98
7525,10/2015,Office Supplies,2015-10,393.165
7526,10/2015,Furniture,2015-10,23.68
7546,10/2015,Technology,2015-10,408.006
7547,10/2015,Technology,2015-10,165.28
7548,10/2015,Office Supplies,2015-10,334.768
7549,10/2015,Office Supplies,2015-10,239.97
7555,10/2015,Furniture,2015-10,37.74
7556,10/2015,Office Supplies,2015-10,946.344
7572,10/2015,Office Supplies,2015-10,151.2
7573,10/2015,Furniture,2015-10,4.928
7574,10/2015,Office Supplies,2015-10,86.272
7665,10/2015,Furniture,2015-10,72.588
7709,10/2015,Technology,2015-10,60.672
7710,10/2015,Office Supplies,2015-10,77.031
7982,10/2015,Office Supplies,2015-10,119.904
7983,10/2015,Furniture,2015-10,263.96
8304,10/2015,Technology,2015-10,363.648
8873,10/2015,Technology,2015-10,9.728
8874,10/2015,Office Supplies,2015-10,14.75
9064,10/2015,Office Supplies,2015-10,29.8
9065,10/2015,Office Supplies,2015-10,427.42
9066,10/2015,Office Supplies,2015-10,220.752
9111,10/2015,Office Supplies,2015-10,152.76
9112,10/2015,Technology,2015-10,7.27
9113,10/2015,Office Supplies,2015-10,1819.86
9114,10/2015,Office Supplies,2015-10,33.9
9197,10/2015,Office Supplies,2015-10,31.104
9198,10/2015,Technology,2015-10,5.248
9199,10/2015,Office Supplies,2015-10,263.88
9200,10/2015,Furniture,2015-10,2453.43
9275,10/2015,Office Supplies,2015-10,29.7
9338,10/2015,Office Supplies,2015-10,39.96
9339,10/2015,Office Supplies,2015-10,36.672
9340,10/2015,Office Supplies,2015-10,13.76
9341,10/2015,Office Supplies,2015-10,139.424
9342,10/2015,Technology,2015-10,1979.928
9418,10/2015,Office Supplies,2015-10,164.736
9419,10/2015,Office Supplies,2015-10,470.302
9462,10/2015,Technology,2015-10,47.984
9546,10/2015,Technology,2015-10,2.502
9547,10/2015,Office Supplies,2015-10,88.752
9558,10/2015,Furniture,2015-10,2.025
9634,10/2015,Technology,2015-10,70.98
9635,10/2015,Office Supplies,2015-10,91.68
9636,10/2015,Furniture,2015-10,33.75
9697,10/2015,Office Supplies,2015-10,3040
17,11/2015,Office Supplies,2015-11,91.2
79,11/2015,Furniture,2015-11,452.94
183,11/2015,Technology,2015-11,52.2
184,11/2015,Technology,2015-11,15.936
185,11/2015,Technology,2015-11,27.46
389,11/2015,Office Supplies,2015-11,55.424
544,11/2015,Technology,2015-11,244.006
545,11/2015,Technology,2015-11,159.984
546,11/2015,Furniture,2015-11,1024.716
717,11/2015,Furniture,2015-11,3.68
982,11/2015,Office Supplies,2015-11,121.376
983,11/2015,Technology,2015-11,95.976
984,11/2015,Furniture,2015-11,255.968
1011,11/2015,Furniture,2015-11,872.94
1029,11/2015,Office Supplies,2015-11,41.54
1030,11/2015,Technology,2015-11,12.96
1031,11/2015,Furniture,2015-11,6.848
1032,11/2015,Furniture,2015-11,8.67
1033,11/2015,Office Supplies,2015-11,6.688
1185,11/2015,Office Supplies,2015-11,17.28
1186,11/2015,Office Supplies,2015-11,17.712
1187,11/2015,Office Supplies,2015-11,28.91
1188,11/2015,Office Supplies,2015-11,52.136
1239,11/2015,Furniture,2015-11,31.968
1240,11/2015,Office Supplies,2015-11,25.92
1241,11/2015,Office Supplies,2015-11,40.46
1486,11/2015,Office Supplies,2015-11,33.87
1490,11/2015,Office Supplies,2015-11,9.728
1542,11/2015,Furniture,2015-11,3.424
1543,11/2015,Office Supplies,2015-11,177
1571,11/2015,Furniture,2015-11,3.76
1572,11/2015,Office Supplies,2015-11,1212.848
1573,11/2015,Technology,2015-11,89.97
1574,11/2015,Furniture,2015-11,42.6
1636,11/2015,Office Supplies,2015-11,5.04
1637,11/2015,Office Supplies,2015-11,62.96
1638,11/2015,Technology,2015-11,5.88
1643,11/2015,Office Supplies,2015-11,977.292
1759,11/2015,Technology,2015-11,9.64
1984,11/2015,Office Supplies,2015-11,40.05
1985,11/2015,Furniture,2015-11,10.192
1986,11/2015,Office Supplies,2015-11,16.784
2009,11/2015,Office Supplies,2015-11,13.12
2010,11/2015,Office Supplies,2015-11,18.16
2011,11/2015,Office Supplies,2015-11,16.056
2084,11/2015,Office Supplies,2015-11,223.056
2093,11/2015,Furniture,2015-11,540.048
2152,11/2015,Technology,2015-11,33.52
2198,11/2015,Office Supplies,2015-11,9.94
2210,11/2015,Technology,2015-11,6.72
2211,11/2015,Office Supplies,2015-11,1004.976
2301,11/2015,Office Supplies,2015-11,17.88
2302,11/2015,Office Supplies,2015-11,396
2367,11/2015,Furniture,2015-11,34.5
2438,11/2015,Furniture,2015-11,8.36
2439,11/2015,Office Supplies,2015-11,385.6
2493,11/2015,Technology,2015-11,35.82
2517,11/2015,Office Supplies,2015-11,200.064
2575,11/2015,Office Supplies,2015-11,21.38
2576,11/2015,Office Supplies,2015-11,6.744
2577,11/2015,Office Supplies,2015-11,63.686
2578,11/2015,Office Supplies,2015-11,1669.6
2608,11/2015,Technology,2015-11,83.84
2609,11/2015,Office Supplies,2015-11,13.272
2610,11/2015,Furniture,2015-11,21.336
2611,11/2015,Office Supplies,2015-11,16.52
2612,11/2015,Office Supplies,2015-11,206.112
2613,11/2015,Furniture,2015-11,19.92
3071,11/2015,Office Supplies,2015-11,198.272
3072,11/2015,Furniture,2015-11,247.104
3073,11/2015,Office Supplies,2015-11,86.304
3230,11/2015,Office Supplies,2015-11,4.16
3261,11/2015,Office Supplies,2015-11,11.648
3262,11/2015,Technology,2015-11,26.18
3263,11/2015,Office Supplies,2015-11,7.3
3264,11/2015,Office Supplies,2015-11,74.352
3266,11/2015,Office Supplies,2015-11,10.744
3267,11/2015,Office Supplies,2015-11,8.376
3300,11/2015,Office Supplies,2015-11,212.88
3301,11/2015,Office Supplies,2015-11,203.983
3302,11/2015,Technology,2015-11,40.74
3303,11/2015,Furniture,2015-11,11.67
3304,11/2015,Office Supplies,2015-11,39.99
3325,11/2015,Office Supplies,2015-11,16.28
3326,11/2015,Office Supplies,2015-11,782.94
3327,11/2015,Office Supplies,2015-11,242.48
3328,11/2015,Office Supplies,2015-11,8.32
3329,11/2015,Office Supplies,2015-11,10.464
3330,11/2015,Technology,2015-11,82.896
3331,11/2015,Technology,2015-11,34.24
3394,11/2015,Office Supplies,2015-11,1573.488
3399,11/2015,Technology,2015-11,335.52
3400,11/2015,Office Supplies,2015-11,23.912
3401,11/2015,Office Supplies,2015-11,27.056
3402,11/2015,Office Supplies,2015-11,559.992
3442,11/2015,Office Supplies,2015-11,9.324
3602,11/2015,Office Supplies,2015-11,111.96
3603,11/2015,Furniture,2015-11,21.56
3708,11/2015,Furniture,2015-11,124.75
3709,11/2015,Office Supplies,2015-11,5.28
3710,11/2015,Technology,2015-11,91.96
3774,11/2015,Office Supplies,2015-11,9.344
3775,11/2015,Technology,2015-11,79.36
3776,11/2015,Office Supplies,2015-11,171.96
3777,11/2015,Technology,2015-11,35.352
3781,11/2015,Technology,2015-11,18.9
3834,11/2015,Technology,2015-11,2.78
3835,11/2015,Furniture,2015-11,1044.63
3895,11/2015,Office Supplies,2015-11,11.352
3952,11/2015,Office Supplies,2015-11,354.9
3971,11/2015,Office Supplies,2015-11,453.576
3990,11/2015,Furniture,2015-11,21.48
4001,11/2015,Furniture,2015-11,8.784
4002,11/2015,Technology,2015-11,122.97
4058,11/2015,Office Supplies,2015-11,12.84
4125,11/2015,Office Supplies,2015-11,603.92
4131,11/2015,Office Supplies,2015-11,21.84
4168,11/2015,Office Supplies,2015-11,29.99
4169,11/2015,Furniture,2015-11,381.44
4216,11/2015,Office Supplies,2015-11,40.68
4281,11/2015,Office Supplies,2015-11,763.28
4282,11/2015,Furniture,2015-11,23.952
4416,11/2015,Technology,2015-11,4.98
4417,11/2015,Office Supplies,2015-11,170.88
4445,11/2015,Office Supplies,2015-11,307.98
4446,11/2015,Office Supplies,2015-11,382.806
4447,11/2015,Office Supplies,2015-11,41.96
4448,11/2015,Office Supplies,2015-11,1217.568
4499,11/2015,Office Supplies,2015-11,47.04
4578,11/2015,Office Supplies,2015-11,6.16
4727,11/2015,Office Supplies,2015-11,979.95
4728,11/2015,Furniture,2015-11,143.7
4809,11/2015,Office Supplies,2015-11,10.65
4862,11/2015,Technology,2015-11,247.8
4908,11/2015,Office Supplies,2015-11,10.96
4909,11/2015,Technology,2015-11,33.488
4983,11/2015,Office Supplies,2015-11,8.04
5016,11/2015,Furniture,2015-11,201.568
5017,11/2015,Technology,2015-11,13.44
5018,11/2015,Furniture,2015-11,359.058
5019,11/2015,Technology,2015-11,47.992
5020,11/2015,Office Supplies,2015-11,547.3
5193,11/2015,Furniture,2015-11,16.896
5194,11/2015,Office Supplies,2015-11,6.672
5195,11/2015,Office Supplies,2015-11,99.136
5196,11/2015,Office Supplies,2015-11,15.992
5229,11/2015,Office Supplies,2015-11,211.96
5304,11/2015,Furniture,2015-11,6.672
5343,11/2015,Office Supplies,2015-11,155.94
5344,11/2015,Technology,2015-11,39.96
5392,11/2015,Office Supplies,2015-11,5.46
5393,11/2015,Office Supplies,2015-11,73.2
5394,11/2015,Office Supplies,2015-11,5.84
5395,11/2015,Furniture,2015-11,22.72
5396,11/2015,Office Supplies,2015-11,9.336
5493,11/2015,Office Supplies,2015-11,290.666
5494,11/2015,Office Supplies,2015-11,201.584
5495,11/2015,Furniture,2015-11,83.984
5549,11/2015,Office Supplies,2015-11,1000.02
5550,11/2015,Technology,2015-11,83.976
5631,11/2015,Technology,2015-11,3.75
5632,11/2015,Furniture,2015-11,41.4
5633,11/2015,Office Supplies,2015-11,29.79
5779,11/2015,Office Supplies,2015-11,59.48
5780,11/2015,Furniture,2015-11,6.69
5801,11/2015,Technology,2015-11,198.46
5802,11/2015,Office Supplies,2015-11,786.48
5816,11/2015,Technology,2015-11,23.168
5817,11/2015,Office Supplies,2015-11,50
5818,11/2015,Office Supplies,2015-11,675.96
5819,11/2015,Office Supplies,2015-11,1265.85
5820,11/2015,Office Supplies,2015-11,523.25
5928,11/2015,Office Supplies,2015-11,517.5
5929,11/2015,Furniture,2015-11,17.92
5955,11/2015,Furniture,2015-11,41.256
5956,11/2015,Furniture,2015-11,1006.056
5962,11/2015,Technology,2015-11,10.688
5963,11/2015,Office Supplies,2015-11,10.368
5964,11/2015,Office Supplies,2015-11,25.12
6023,11/2015,Office Supplies,2015-11,58.112
6215,11/2015,Office Supplies,2015-11,15.552
6312,11/2015,Furniture,2015-11,669.08
6315,11/2015,Office Supplies,2015-11,438.336
6316,11/2015,Office Supplies,2015-11,19.44
6317,11/2015,Office Supplies,2015-11,9.64
6318,11/2015,Office Supplies,2015-11,12.7
6335,11/2015,Office Supplies,2015-11,41.37
6336,11/2015,Office Supplies,2015-11,12.624
6362,11/2015,Office Supplies,2015-11,1247.64
6535,11/2015,Office Supplies,2015-11,3149.93
6536,11/2015,Furniture,2015-11,209.7
6806,11/2015,Office Supplies,2015-11,35.36
7015,11/2015,Office Supplies,2015-11,3.168
7016,11/2015,Technology,2015-11,121.104
7017,11/2015,Technology,2015-11,45.894
7018,11/2015,Office Supplies,2015-11,109.92
7101,11/2015,Office Supplies,2015-11,13.36
7143,11/2015,Furniture,2015-11,169.68
7266,11/2015,Furniture,2015-11,132.52
7299,11/2015,Furniture,2015-11,2.96
7300,11/2015,Furniture,2015-11,8.448
7301,11/2015,Furniture,2015-11,95.94
7302,11/2015,Office Supplies,2015-11,34.79
7303,11/2015,Office Supplies,2015-11,160.776
7551,11/2015,Office Supplies,2015-11,88.752
7552,11/2015,Technology,2015-11,13.904
7553,11/2015,Office Supplies,2015-11,677.58
7554,11/2015,Office Supplies,2015-11,13.896
7616,11/2015,Office Supplies,2015-11,41.92
7621,11/2015,Technology,2015-11,297.576
7622,11/2015,Furniture,2015-11,4.344
7623,11/2015,Office Supplies,2015-11,94.992
7740,11/2015,Office Supplies,2015-11,74.352
7741,11/2015,Technology,2015-11,14.04
7786,11/2015,Office Supplies,2015-11,1018.104
7868,11/2015,Office Supplies,2015-11,16.68
8300,11/2015,Office Supplies,2015-11,58.58
8341,11/2015,Office Supplies,2015-11,167.968
8358,11/2015,Office Supplies,2015-11,196.62
8359,11/2015,Technology,2015-11,21.936
8360,11/2015,Technology,2015-11,6.588
8573,11/2015,Technology,2015-11,104.28
8599,11/2015,Office Supplies,2015-11,17.94
8600,11/2015,Office Supplies,2015-11,64.784
8601,11/2015,Office Supplies,2015-11,32.382
8602,11/2015,Office Supplies,2015-11,42.368
8709,11/2015,Technology,2015-11,399.54
8710,11/2015,Furniture,2015-11,18.97
8711,11/2015,Office Supplies,2015-11,14.82
8844,11/2015,Office Supplies,2015-11,99.28
8946,11/2015,Office Supplies,2015-11,1.188
8973,11/2015,Technology,2015-11,7.518
9195,11/2015,Office Supplies,2015-11,10.368
9196,11/2015,Technology,2015-11,310.88
9255,11/2015,Furniture,2015-11,853.092
9256,11/2015,Office Supplies,2015-11,33.45
9257,11/2015,Office Supplies,2015-11,10.4
9258,11/2015,Furniture,2015-11,21.88
9259,11/2015,Office Supplies,2015-11,13.616
9260,11/2015,Office Supplies,2015-11,63.96
9285,11/2015,Furniture,2015-11,14.46
9428,11/2015,Furniture,2015-11,104.98
9429,11/2015,Furniture,2015-11,106.96
9461,11/2015,Office Supplies,2015-11,21.56
9590,11/2015,Office Supplies,2015-11,515.88
9591,11/2015,Office Supplies,2015-11,11.808
9614,11/2015,Office Supplies,2015-11,1931.04
9615,11/2015,Technology,2015-11,9.96
9616,11/2015,Office Supplies,2015-11,12.35
9628,11/2015,Office Supplies,2015-11,9.702
9637,11/2015,Furniture,2015-11,11.61
9638,11/2015,Furniture,2015-11,43.86
9648,11/2015,Office Supplies,2015-11,148.48
9649,11/2015,Technology,2015-11,7.42
9677,11/2015,Office Supplies,2015-11,71.992
9736,11/2015,Office Supplies,2015-11,19.9
9748,11/2015,Furniture,2015-11,1702.12
9749,11/2015,Furniture,2015-11,14.304
82,12/2015,Office Supplies,2015-12,765.625
83,12/2015,Office Supplies,2015-12,307.666
125,12/2015,Furniture,2015-12,7.712
294,12/2015,Furniture,2015-12,242.9
295,12/2015,Furniture,2015-12,454.9
296,12/2015,Furniture,2015-12,35.92
297,12/2015,Office Supplies,2015-12,39.76
298,12/2015,Office Supplies,2015-12,47.744
306,12/2015,Office Supplies,2015-12,159.984
317,12/2015,Office Supplies,2015-12,255.968
338,12/2015,Office Supplies,2015-12,359.058
339,12/2015,Furniture,2015-12,434.352
403,12/2015,Office Supplies,2015-12,3.552
428,12/2015,Technology,2015-12,88.832
435,12/2015,Office Supplies,2015-12,1048.35
436,12/2015,Technology,2015-12,100
457,12/2015,Furniture,2015-12,7.83
622,12/2015,Office Supplies,2015-12,96.256
669,12/2015,Furniture,2015-12,10.688
705,12/2015,Office Supplies,2015-12,338.04
706,12/2015,Office Supplies,2015-12,154.24
707,12/2015,Technology,2015-12,34.848
757,12/2015,Office Supplies,2015-12,22
758,12/2015,Technology,2015-12,4.368
1155,12/2015,Office Supplies,2015-12,31.44
1156,12/2015,Furniture,2015-12,17.9
1157,12/2015,Office Supplies,2015-12,129.45
1158,12/2015,Furniture,2015-12,20.88
1177,12/2015,Office Supplies,2015-12,20.736
1221,12/2015,Office Supplies,2015-12,7.168
1222,12/2015,Technology,2015-12,11.168
1246,12/2015,Furniture,2015-12,442.4
1247,12/2015,Furniture,2015-12,13.36
1248,12/2015,Furniture,2015-12,11.232
1267,12/2015,Office Supplies,2015-12,10.272
1268,12/2015,Furniture,2015-12,10.368
1432,12/2015,Office Supplies,2015-12,6.24
1433,12/2015,Office Supplies,2015-12,206.962
1434,12/2015,Furniture,2015-12,9.46
1495,12/2015,Office Supplies,2015-12,559.62
1546,12/2015,Furniture,2015-12,109.92
1575,12/2015,Technology,2015-12,8.56
1576,12/2015,Furniture,2015-12,360.712
1658,12/2015,Furniture,2015-12,1718.4
1863,12/2015,Office Supplies,2015-12,41.568
1973,12/2015,Office Supplies,2015-12,46.864
1974,12/2015,Office Supplies,2015-12,19.536
1975,12/2015,Technology,2015-12,411.332
2006,12/2015,Office Supplies,2015-12,28.752
2007,12/2015,Technology,2015-12,293.199
2149,12/2015,Furniture,2015-12,35.06
2342,12/2015,Furniture,2015-12,4.13
2343,12/2015,Technology,2015-12,109.8
2413,12/2015,Office Supplies,2015-12,9.82
2414,12/2015,Furniture,2015-12,7.644
2492,12/2015,Office Supplies,2015-12,51.465
2606,12/2015,Office Supplies,2015-12,6.976
2747,12/2015,Furniture,2015-12,12.222
2794,12/2015,Technology,2015-12,97.984
2795,12/2015,Technology,2015-12,62.4
2796,12/2015,Office Supplies,2015-12,20.86
2797,12/2015,Furniture,2015-12,497.61
2967,12/2015,Furniture,2015-12,5.34
2968,12/2015,Office Supplies,2015-12,3.15
2982,12/2015,Furniture,2015-12,368.91
2983,12/2015,Office Supplies,2015-12,14.7
3129,12/2015,Furniture,2015-12,59.97
3130,12/2015,Furniture,2015-12,83.36
3131,12/2015,Technology,2015-12,6.58
3132,12/2015,Technology,2015-12,122.94
3142,12/2015,Office Supplies,2015-12,219.84
3150,12/2015,Office Supplies,2015-12,98.16
3161,12/2015,Office Supplies,2015-12,33.04
3213,12/2015,Office Supplies,2015-12,86.97
3285,12/2015,Office Supplies,2015-12,134.97
3293,12/2015,Office Supplies,2015-12,699.98
3294,12/2015,Furniture,2015-12,139.95
3305,12/2015,Office Supplies,2015-12,48.94
3306,12/2015,Technology,2015-12,2807.84
3307,12/2015,Technology,2015-12,46.64
3308,12/2015,Office Supplies,2015-12,60.416
3309,12/2015,Technology,2015-12,107.94
3320,12/2015,Office Supplies,2015-12,63.84
3321,12/2015,Furniture,2015-12,347.97
3322,12/2015,Office Supplies,2015-12,37.008
3592,12/2015,Office Supplies,2015-12,215.65
3643,12/2015,Office Supplies,2015-12,11.168
3644,12/2015,Office Supplies,2015-12,53.952
3645,12/2015,Office Supplies,2015-12,4.18
3646,12/2015,Office Supplies,2015-12,5.607
3724,12/2015,Office Supplies,2015-12,4663.736
3769,12/2015,Furniture,2015-12,79.984
3770,12/2015,Office Supplies,2015-12,2575.944
3859,12/2015,Technology,2015-12,45.36
3966,12/2015,Office Supplies,2015-12,254.24
3980,12/2015,Furniture,2015-12,69.93
3981,12/2015,Office Supplies,2015-12,16.156
4038,12/2015,Furniture,2015-12,54.816
4039,12/2015,Office Supplies,2015-12,1441.3
4040,12/2015,Technology,2015-12,77.6
4041,12/2015,Office Supplies,2015-12,4.656
4042,12/2015,Technology,2015-12,170.136
4043,12/2015,Office Supplies,2015-12,7.38
4044,12/2015,Furniture,2015-12,9.26
4226,12/2015,Furniture,2015-12,9.96
4283,12/2015,Office Supplies,2015-12,75.6
4284,12/2015,Office Supplies,2015-12,29.32
4320,12/2015,Technology,2015-12,92.064
4321,12/2015,Office Supplies,2015-12,6.976
4419,12/2015,Furniture,2015-12,62.958
4420,12/2015,Office Supplies,2015-12,5.184
4504,12/2015,Technology,2015-12,31.32
4505,12/2015,Office Supplies,2015-12,11.84
4506,12/2015,Technology,2015-12,22.784
4507,12/2015,Technology,2015-12,1127.976
4508,12/2015,Office Supplies,2015-12,38.88
4509,12/2015,Furniture,2015-12,779.796
4553,12/2015,Furniture,2015-12,1439.92
4554,12/2015,Office Supplies,2015-12,262.11
4559,12/2015,Office Supplies,2015-12,207
4690,12/2015,Furniture,2015-12,1439.982
4691,12/2015,Technology,2015-12,36.288
4692,12/2015,Furniture,2015-12,21.4
4693,12/2015,Office Supplies,2015-12,1245.86
4694,12/2015,Office Supplies,2015-12,17.544
4713,12/2015,Office Supplies,2015-12,44.128
4714,12/2015,Furniture,2015-12,62.92
4816,12/2015,Office Supplies,2015-12,78.304
4817,12/2015,Office Supplies,2015-12,140.81
4818,12/2015,Office Supplies,2015-12,40.096
4819,12/2015,Office Supplies,2015-12,40.784
4854,12/2015,Furniture,2015-12,90.57
4855,12/2015,Office Supplies,2015-12,40.08
4856,12/2015,Furniture,2015-12,37.68
4886,12/2015,Office Supplies,2015-12,362.352
5106,12/2015,Furniture,2015-12,7.184
5449,12/2015,Office Supplies,2015-12,34.76
5450,12/2015,Technology,2015-12,831.2
5451,12/2015,Office Supplies,2015-12,26.4
5452,12/2015,Furniture,2015-12,106.75
5486,12/2015,Office Supplies,2015-12,97.82
5551,12/2015,Office Supplies,2015-12,141.4
5552,12/2015,Office Supplies,2015-12,14.52
5553,12/2015,Technology,2015-12,127.92
5554,12/2015,Office Supplies,2015-12,34.24
5555,12/2015,Furniture,2015-12,137.62
5584,12/2015,Furniture,2015-12,100.49
5639,12/2015,Furniture,2015-12,257.568
5640,12/2015,Furniture,2015-12,119.96
5678,12/2015,Furniture,2015-12,49.632
5703,12/2015,Office Supplies,2015-12,727.45
5704,12/2015,Furniture,2015-12,24.96
5705,12/2015,Technology,2015-12,370.782
6002,12/2015,Furniture,2015-12,196.45
6003,12/2015,Office Supplies,2015-12,31.104
6060,12/2015,Technology,2015-12,78.256
6107,12/2015,Office Supplies,2015-12,6.48
6108,12/2015,Technology,2015-12,99.2
6132,12/2015,Furniture,2015-12,801.568
6146,12/2015,Office Supplies,2015-12,272.848
6243,12/2015,Office Supplies,2015-12,70.98
6296,12/2015,Office Supplies,2015-12,16.224
6297,12/2015,Office Supplies,2015-12,176.784
6298,12/2015,Office Supplies,2015-12,470.376
6529,12/2015,Office Supplies,2015-12,393.568
6627,12/2015,Technology,2015-12,302.376
6769,12/2015,Office Supplies,2015-12,68.742
6915,12/2015,Office Supplies,2015-12,29.34
6916,12/2015,Office Supplies,2015-12,383.607
6917,12/2015,Office Supplies,2015-12,563.4
6918,12/2015,Furniture,2015-12,217.056
7005,12/2015,Office Supplies,2015-12,6
7007,12/2015,Furniture,2015-12,31.56
7204,12/2015,Furniture,2015-12,7.104
7339,12/2015,Furniture,2015-12,398.352
7344,12/2015,Office Supplies,2015-12,121.792
7359,12/2015,Technology,2015-12,409.59
7360,12/2015,Furniture,2015-12,10.56
7399,12/2015,Office Supplies,2015-12,3.38
7400,12/2015,Technology,2015-12,7.824
7484,12/2015,Furniture,2015-12,24.784
7678,12/2015,Office Supplies,2015-12,34.65
7679,12/2015,Office Supplies,2015-12,487.984
7680,12/2015,Technology,2015-12,1793.98
7681,12/2015,Furniture,2015-12,29.808
7682,12/2015,Furniture,2015-12,505.176
7693,12/2015,Office Supplies,2015-12,174.0585
7694,12/2015,Technology,2015-12,191.88
7776,12/2015,Office Supplies,2015-12,14.78
7777,12/2015,Office Supplies,2015-12,5.184
7778,12/2015,Office Supplies,2015-12,478.48
7779,12/2015,Office Supplies,2015-12,28.4
8244,12/2015,Technology,2015-12,909.12
8245,12/2015,Furniture,2015-12,2.952
8265,12/2015,Office Supplies,2015-12,27.018
8266,12/2015,Office Supplies,2015-12,136.92
8287,12/2015,Office Supplies,2015-12,18.96
8288,12/2015,Office Supplies,2015-12,99.39
8289,12/2015,Technology,2015-12,273.896
8290,12/2015,Office Supplies,2015-12,597.132
8291,12/2015,Office Supplies,2015-12,149.95
8292,12/2015,Office Supplies,2015-12,4.608
8314,12/2015,Furniture,2015-12,15.528
8315,12/2015,Office Supplies,2015-12,11.952
8316,12/2015,Office Supplies,2015-12,11.65
8317,12/2015,Office Supplies,2015-12,299.9
8338,12/2015,Office Supplies,2015-12,895.92
8339,12/2015,Technology,2015-12,462.564
8372,12/2015,Office Supplies,2015-12,15.008
8603,12/2015,Technology,2015-12,863.64
